_id,PROVINCIE,BEVOEGD GEZAG NUMMER,INSTELLINGSCODE,VESTIGINGSCODE,VESTIGINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,STRAATNAAM CORRESPONDENTIEADRES,HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES,POSTCODE CORRESPONDENTIEADRES,PLAATSNAAM CORRESPONDENTIEADRES,NODAAL GEBIED CODE,NODAAL GEBIED NAAM,RPA-GEBIED CODE,RPA-GEBIED NAAM,WGR-GEBIED CODE,WGR-GEBIED NAAM,COROPGEBIED CODE,COROPGEBIED NAAM,ONDERWIJSGEBIED CODE,ONDERWIJSGEBIED NAAM,RMC-REGIO CODE,RMC-REGIO NAAM,VAKANTIEREGIO
2242,Noord-Brabant,31384,07VX,07VX00,Basisschool De Windroos,Haagstraat,134,5552HP,VALKENSWAARD,0858,VALKENSWAARD,Rooms-Katholiek,0402013623,www.basisschooldewindroos.nl,Haagstraat,134,5552HP,VALKENSWAARD,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2243,Noord-Brabant,31384,08QX,08QX00,Basisschool De Waterloop,Terlostraat,5,5571KW,BERGEIJK,1724,BERGEIJK,Rooms-Katholiek,0497571235,www.dewaterloop.nl,Terlostraat,5,5571KW,BERGEIJK,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2244,Noord-Brabant,31384,09QJ,09QJ00,Basisschool De Pionier,Kromstraat,12,5554NH,VALKENSWAARD,0858,VALKENSWAARD,Rooms-Katholiek,0402070072,www.bs-de-pionier.nl,Kromstraat,12,5554NH,VALKENSWAARD,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2245,Noord-Brabant,31384,09XP,09XP00,De Grasspriet,Van De Venstraat,9,5555KK,VALKENSWAARD,0858,VALKENSWAARD,Rooms-Katholiek,0402012908,www.degrasspriet.nl,Van De Venstraat,9,5555KK,VALKENSWAARD,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2246,Noord-Brabant,31384,10GZ,10GZ00,Basisschool De Stapsteen,Kijkakkers,1-A2,6026ER,MAARHEEZE,1706,CRANENDONCK,Rooms-Katholiek,0495599264,www.bsdestapsteen.nl,Kijkakkers,1-A2,6026ER,MAARHEEZE,70,Eindhoven,30,Weert,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2247,Noord-Brabant,31384,10PZ,10PZ00,De Smelen,De Smelen,109,5553CT,VALKENSWAARD,0858,VALKENSWAARD,Rooms-Katholiek,0402076656,www.bsdesmelen.nl,De Smelen,109,5553CT,VALKENSWAARD,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2248,Noord-Brabant,31384,11MI,11MI00,Rooms Katholieke Basisschool Agnetendal,Helenadal,20,5551BJ,VALKENSWAARD,0858,VALKENSWAARD,Rooms-Katholiek,0402012347,www.agnetendal.nl,Helenadal,20,5551BJ,VALKENSWAARD,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2249,Noord-Brabant,31384,11XQ,11XQ00,Rooms Katholieke Basisschool Sint Martinus,Groenstraat,1,5551AV,VALKENSWAARD,0858,VALKENSWAARD,Rooms-Katholiek,0402017970,www.martinusdommelen.nl,Groenstraat,1,5551AV,VALKENSWAARD,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2250,Noord-Brabant,31384,12GZ,12GZ00,BS Schepelweyen,Hoefsmidwei,4,5551PN,VALKENSWAARD,0858,VALKENSWAARD,Rooms-Katholiek,0402019232,www.schepelweyen.nl,Hoefsmidwei,4,5551PN,VALKENSWAARD,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2251,Noord-Brabant,31384,15CV,15CV00,Basisschool de Wilderen,Meester Slootsweg,1-A,5581AS,WAALRE,0866,WAALRE,Rooms-Katholiek,0402213535,,Meester Slootsweg,1-A,5581AS,WAALRE,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2252,Noord-Brabant,31384,15DM,15DM00,BS Aalsterbos,Maximiliaanlaan,1,5583XG,WAALRE,0866,WAALRE,Rooms-Katholiek,0402213498,www.aalsterbos.nl,Maximiliaanlaan,1,5583XG,WAALRE,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2253,Noord-Brabant,31384,15DT,15DT00,Basisschool de Dorenhagen,Hert. Hendrikstraat,1,5552KK,VALKENSWAARD,0858,VALKENSWAARD,Protestants-Christelijk,0402013458,www.dedorenhagen.nl,Hert. Hendrikstraat,1,5552KK,VALKENSWAARD,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2254,Noord-Brabant,31384,18FA,18FA00,Basisschool De Schatkist,De Korenbloem,2,6021LW,BUDEL,1706,CRANENDONCK,Rooms-Katholiek,0495491933,,De Korenbloem,2,6021LW,BUDEL,70,Eindhoven,30,Weert,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2255,Noord-Brabant,31384,18HK,18HK00,Basisschool De Boogurt,Jan van Schoonvorststr,2,6021BP,BUDEL,1706,CRANENDONCK,Rooms-Katholiek,0495491600,www.deboogurt.nl,Jan van Schoonvorststr,2,6021BP,BUDEL,70,Eindhoven,30,Weert,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2256,Noord-Brabant,32060,03NN,03NN00,Roomskatholieke Basisschool De Driesprong,Wolfsdonk,6,4861BB,CHAAM,1723,ALPHEN-CHAAM,Rooms-Katholiek,0161491693,www.bs-driesprong.nl,Postbus,5,4860AA,CHAAM,68,Tilburg,26,Midden-Brabant,34,West-Brabant,34,Midden-Noord-Brabant,21,Tilburg en omstreken,35,Midden-Brabant,Zuid
2257,Noord-Brabant,32060,04WJ,04WJ00,Katholieke Basisschool De Vonder,Goirleseweg,3,5133BC,RIEL,0785,GOIRLE,Rooms-Katholiek,0135181590,www.kbs-vonder.nl,Goirleseweg,3,5133BC,RIEL,68,Tilburg,26,Midden-Brabant,35,Midden-Brabant,34,Midden-Noord-Brabant,21,Tilburg en omstreken,35,Midden-Brabant,Zuid
2258,Noord-Brabant,32060,06HO,06HO00,Basisschool de Uilenpoort,Schoolstraat,8-10,5111XP,BAARLE-NASSAU,0744,BAARLE-NASSAU,Rooms-Katholiek,0135079453,www.basisschooldeuilenpoort.nl,Schoolstraat,8-10,5111XP,BAARLE-NASSAU,68,Tilburg,26,Midden-Brabant,34,West-Brabant,34,Midden-Noord-Brabant,21,Tilburg en omstreken,35,Midden-Brabant,Zuid
2259,Noord-Brabant,32060,06IK,06IK00,Basisschool De Spindel,Pastoor Doensstraat,5,4854CP,BAVEL,0758,BREDA,Rooms-Katholiek,0161431593,www.bsdespindel.nl,Pastoor Doensstraat,5,4854CP,BAVEL,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2260,Noord-Brabant,32060,08LA,08LA00,Basisschool Bernardus,Bernardusstraat,13,5113TG,ULICOTEN,0744,BAARLE-NASSAU,Rooms-Katholiek,0135199345,,Bernardusstraat,13,5113TG,ULICOTEN,68,Tilburg,26,Midden-Brabant,34,West-Brabant,34,Midden-Noord-Brabant,21,Tilburg en omstreken,35,Midden-Brabant,Zuid
2261,Noord-Brabant,32060,08RU,08RU00,Roomskatholiek Basisschool ST Willibrordus,Van Gaverenlaan,10-A,5131CT,ALPHEN NB,1723,ALPHEN-CHAAM,Rooms-Katholiek,0135081377,www.willibrordusschool-alphen.nl,Van Gaverenlaan,10-A,5131CT,ALPHEN NB,68,Tilburg,26,Midden-Brabant,34,West-Brabant,34,Midden-Noord-Brabant,21,Tilburg en omstreken,35,Midden-Brabant,Zuid
2262,Noord-Brabant,32060,09AJ,09AJ00,Mattheus-School,Sint Jacobsstraat,1-B,4855AK,GALDER,1723,ALPHEN-CHAAM,Rooms-Katholiek,0765612777,www.bs-mattheus.nl,Sint Jacobsstraat,1-B,4855AK,GALDER,68,Tilburg,26,Midden-Brabant,34,West-Brabant,34,Midden-Noord-Brabant,21,Tilburg en omstreken,35,Midden-Brabant,Zuid
2263,Noord-Brabant,32177,04VY,04VY00,Kindcentrum Marimba,Steenovenstraat,2,5402HM,UDEN,1991,MAASHORST,Protestants-Christelijk,0413265292,www.kcmarimba.nl,Steenovenstraat,2,5402HM,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2264,Noord-Brabant,32177,05YW,05YW00,IKC Den Dijk,Oudedijk,48,5409AD,ODILIAPEEL,1991,MAASHORST,Rooms-Katholiek,0413335343,www.ikc-dendijk.nl,Oudedijk,48,5409AD,ODILIAPEEL,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2265,Noord-Brabant,32177,10ZO,10ZO00,Speel- leercentrum De Vlieger,Hertstraat,4,5408XL,VOLKEL,1991,MAASHORST,Rooms-Katholiek,0413335363,www.slpdevlieger.nl,Hertstraat,4,5408XL,VOLKEL,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2266,Noord-Brabant,32177,10ZO,10ZO02,Speel- leercentrum De Vlieger,Reestraat,47,5408XA,VOLKEL,1991,MAASHORST,Rooms-Katholiek,0413335363,www.slpdevlieger.nl,Hertstraat,4,5408XL,VOLKEL,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2267,Noord-Brabant,32177,11WB,11WB00,KC Florent,St. Annastraat,17,5401AN,UDEN,1991,MAASHORST,Rooms-Katholiek,0413332313,www.kindcentrumaventurijn.nl,St. Annastraat,17,5401AN,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2268,Noord-Brabant,32177,12OS,12OS00,Kindcentrum De Palster,Germenzeel,500,5403XC,UDEN,1991,MAASHORST,Rooms-Katholiek,0413332353,www.depalster.nl,Germenzeel,500,5403XC,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2269,Noord-Brabant,32177,12WJ,12WJ00,IKC Raam,Bosveld,118,5403AG,UDEN,1991,MAASHORST,Rooms-Katholiek,0413332344,www.ikcraamuden.nl,Bosveld,118,5403AG,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2270,Noord-Brabant,32177,13CF,13CF00,Kindcentrum Het Speleon,Klarinetstraat,4,5402BE,UDEN,1991,MAASHORST,Rooms-Katholiek,0413332337,www.hetspeleon.nl,Klarinetstraat,4,5402BE,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2271,Noord-Brabant,32177,13HQ,13HQ00,Kindplein 't Centrum,Meerloseweg,1,5402XH,UDEN,1991,MAASHORST,Rooms-Katholiek,0413332318,www.kindpleincentrum.nl,Meerloseweg,1,5402XH,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2272,Noord-Brabant,32177,13MT,13MT00,Kindcentrum De Vlonder,Heufkens,502,5403LV,UDEN,1991,MAASHORST,Rooms-Katholiek,0413332333,www.devlonder.nl,Heufkens,502,5403LV,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2273,Noord-Brabant,32177,22JY,22JY00,Kindcentrum Vindingrijk,Horgetouw,1,5404MA,UDEN,1991,MAASHORST,"Samenwerking Opb., RK",0413724906,www.kcvindingrijk.nl,Horgetouw,1,5404MA,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2274,Noord-Brabant,32177,24BP,24BP00,Kindcentrum 't Mulderke,Wislaan,219,5406AC,UDEN,1991,MAASHORST,Rooms-Katholiek,0413248230,www.tmulderke.nl,Wislaan,219,5406AC,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2275,Noord-Brabant,32177,29XB,29XB00,Speelleercentrum De Wijde Wereld,Helmteken,24,5406DK,UDEN,1991,MAASHORST,Rooms-Katholiek,0413245000,www.dewijdewereld.eu,Helmteken,24,5406DK,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2276,Noord-Brabant,32203,03LY,03LY00,Rooms Katholieke Basisschool Laurentius,Van Gaverenlaan,18,4835CD,BREDA,0758,BREDA,Rooms-Katholiek,0765640755,www.deleuksteschoolvannederland.nl,Van Gaverenlaan,18,4835CD,BREDA,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2277,Noord-Brabant,32580,04LM,04LM00,Kindcentrum  De Klimboom,Meester Hertsigstraat,7,5764PR,DE RIPS,1652,GEMERT-BAKEL,Rooms-Katholiek,0493599360,www.kindcentrumdeklimboom.nl,Meester Hertsigstraat,7,5764PR,DE RIPS,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2278,Noord-Brabant,32580,04SB,04SB00,Kindcentrum De Kastanjelaar,Elsenstraat,3,5763AP,MILHEEZE,1652,GEMERT-BAKEL,Rooms-Katholiek,0492345223,www.dekastanjelaar.nl,Elsenstraat,3,5763AP,MILHEEZE,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2279,Noord-Brabant,32580,06RW,06RW00,Kindcentrum De Bakelaar,Schoolstraat,35,5761BV,BAKEL,1652,GEMERT-BAKEL,Rooms-Katholiek,0492341552,www.debakelaar.nl,Schoolstraat,35,5761BV,BAKEL,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2280,Noord-Brabant,32580,09KQ,09KQ00,Kindcentrum Het Venster,Churchill-laan,18,5421HA,GEMERT,1652,GEMERT-BAKEL,Rooms-Katholiek,0492390151,www.kchetvenster.nl,Churchill-laan,18,5421HA,GEMERT,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2281,Noord-Brabant,32580,10NY,10NY00,Kindcentrum De Regenboog,Parkweg,10,5427AL,BOEKEL,0755,BOEKEL,Rooms-Katholiek,0492321909,www.regenboogboekel.nl,Parkweg,10,5427AL,BOEKEL,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2282,Noord-Brabant,32580,10WW,10WW00,Kindcentrum De Samenstroom,Predikant Swildensstraat,35,5421VA,GEMERT,1652,GEMERT-BAKEL,"Samenwerking PC, RK",0492361419,www.kcsamenstroom.nl,Predikant Swildensstraat,35,5421VA,GEMERT,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2283,Noord-Brabant,32580,11KO,11KO00,Kindcentrum Kleinerf,Oude-Molenweg,10,5425VR,DE MORTEL,1652,GEMERT-BAKEL,Rooms-Katholiek,0492390210,www.kleinerf.nl,Oude-Molenweg,10,5425VR,DE MORTEL,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2284,Noord-Brabant,32580,11PT,11PT00,Kindcentrum Octopus,Parkweg,36,5427AL,BOEKEL,0755,BOEKEL,Rooms-Katholiek,0492326155,,Parkweg,36,5427AL,BOEKEL,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2285,Noord-Brabant,32580,11WC,11WC00,Kindcentrum De Dompelaar,St.-Janstraat,49-51,5424TS,ELSENDORP,1652,GEMERT-BAKEL,Rooms-Katholiek,0492359006,www.dedompelaar.nl,St.-Janstraat,49-51,5424TS,ELSENDORP,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2286,Noord-Brabant,32580,12AQ,12AQ00,Kindcentrum Cornelius,Sint Josephplein,7,5428GL,VENHORST,0755,BOEKEL,Rooms-Katholiek,0492359036,,Sint Josephplein,7,5428GL,VENHORST,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2287,Noord-Brabant,32580,12FR,12FR00,Kindcentrum De Havelt,Johannes Keijzershof,2,5423TX,HANDEL,1652,GEMERT-BAKEL,Rooms-Katholiek,0492322080,www.dehavelt.nl,Johannes Keijzershof,2,5423TX,HANDEL,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2288,Noord-Brabant,32580,12OT,12OT00,Kindcentrum Berglaren,Groeskuilenstraat,32,5421HW,GEMERT,1652,GEMERT-BAKEL,Rooms-Katholiek,0492390818,www.kcberglaren.nl,Groeskuilenstraat,32,5421HW,GEMERT,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2289,Noord-Brabant,37428,07LW,07LW00,Kindontwikkelcentrum De Rank,Koekoekstraat,1,5702PM,HELMOND,0794,HELMOND,Protestants-Christelijk,0492525418,http://www.rankhelmond.nl/,Koekoekstraat,1,5702PM,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2290,Noord-Brabant,38169,04QP,04QP00,Wilhelmina Basisschool,Bachlaan,9,5707RM,HELMOND,0794,HELMOND,Algemeen bijzonder,0492590175,www.wilhelminaschool.nl,Bachlaan,9,5707RM,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2291,Noord-Brabant,39275,03OJ,03OJ00,Ds Johannes Groenewegenschool,Sportlaan,4,4251GD,WERKENDAM,1959,ALTENA,Reformatorisch,0183501984,www.groenewegenschool.nl,Sportlaan,4,4251GD,WERKENDAM,52,Gorinchem,25,West-Brabant,34,West-Brabant,34,Midden-Noord-Brabant,18,Dordrecht-Gorinchem,34,West-Brabant,Midden
2292,Noord-Brabant,40278,03WF,03WF00,Rooms Katholieke Basisschool De Achthoek,Houtse Heuvel,3,4911AT,DEN HOUT,0826,OOSTERHOUT,Rooms-Katholiek,0162455472,www.de-achthoek.nl,Houtse Heuvel,3,4911AT,DEN HOUT,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2293,Noord-Brabant,40278,04TF,04TF00,Kindcentrum De Ontdekking,Kamerlingh Onneslaan,3,4904KJ,OOSTERHOUT NB,0826,OOSTERHOUT,Rooms-Katholiek,0162426990,www.ontdekking.net,Kamerlingh Onneslaan,3,4904KJ,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2294,Noord-Brabant,40278,06FT,06FT00,Rooms Katholieke Basisschool Marcoen,Dennenlaan,71,4849BD,DORST,0826,OOSTERHOUT,Rooms-Katholiek,0161411376,www.marcoen.nl,Dennenlaan,71,4849BD,DORST,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2295,Noord-Brabant,40278,06MJ,06MJ00,RK Basisschool De Toekomst,Sperwerstraat,51,4901AW,OOSTERHOUT NB,0826,OOSTERHOUT,Rooms-Katholiek,0162471710,www.bsdetoekomst.nl,Sperwerstraat,51,4901AW,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2296,Noord-Brabant,40278,07DH,07DH00,RK Basisschool St Jan,Schoolpad,4,4909AW,OOSTEIND,0826,OOSTERHOUT,Rooms-Katholiek,0162453114,www.stjanoosteind.nl,Schoolpad,4,4909AW,OOSTEIND,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2297,Noord-Brabant,40278,08WK,08WK00,RK Basisschool De Beiaard-Harlekijn,Krijtenberg,3,4904PW,OOSTERHOUT NB,0826,OOSTERHOUT,Rooms-Katholiek,0162470535,www.debeiaard.nl,Krijtenberg,3,4904PW,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2298,Noord-Brabant,40278,08WK,08WK01,Montessorischool Oosterhout,Trekbeemd,34,4907DP,OOSTERHOUT NB,0826,OOSTERHOUT,Algemeen bijzonder,0162470581,www.montessorischooloosterhout.nl,Trekbeemd,34,4907DP,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2299,Noord-Brabant,40278,09IR,09IR00,Openbare Basisschool Rubenshof,Rubenshof,8,4907MX,OOSTERHOUT NB,0826,OOSTERHOUT,Openbaar,0162452361,www.obsrubenshof.nl,Rubenshof,8,4907MX,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2300,Noord-Brabant,40278,10EG,10EG00,Openbare Basisschool Sterrendonk,Sterrenlaan,25,4907GH,OOSTERHOUT NB,0826,OOSTERHOUT,Openbaar,0162450332,www.sterrendonk.nl,Sterrenlaan,25,4907GH,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2301,Noord-Brabant,40278,11JR,11JR00,Openbare Basisschool De Kameleon,Slotjesveld,9-C,4902ZP,OOSTERHOUT NB,0826,OOSTERHOUT,Openbaar,0162453452,www.obsdekameleon.org,Slotjesveld,9-C,4902ZP,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2302,Noord-Brabant,40278,16BE,16BE00,RK Basisschool De Westhoek,Nieuwe Bouwlingstraat,33,4901KJ,OOSTERHOUT NB,0826,OOSTERHOUT,Rooms-Katholiek,0162454352,,Nieuwe Bouwlingstraat,33,4901KJ,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2303,Noord-Brabant,40278,16GU,16GU00,RK Basisschool de Touwbaan,Touwbaan,16,4901GG,OOSTERHOUT NB,0826,OOSTERHOUT,Rooms-Katholiek,0162453706,www.kbsdetouwbaan.nl,Touwbaan,16,4901GG,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2304,Noord-Brabant,40278,21OY,21OY00,Openbare Basisschool De Duizendpoot,Willem Dreeslaan,1,4908CA,OOSTERHOUT NB,0826,OOSTERHOUT,Openbaar,0162428817,www.obsduizendpoot.nl,Willem Dreeslaan,1,4908CA,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2305,Noord-Brabant,40278,24NN,24NN00,Openbare Basisschool de Pionier,Zeislaan,3,4904VC,OOSTERHOUT NB,0826,OOSTERHOUT,Openbaar,0162437832,www.obsdepionier.nl,Zeislaan,3,4904VC,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2306,Noord-Brabant,40278,24NP,24NP00,Rooms Katholieke Basisschool de Meander,Frits van Egtersstraat,1,4906HB,OOSTERHOUT NB,0826,OOSTERHOUT,Rooms-Katholiek,0162423875,www.de-meander.nl,Frits van Egtersstraat,1,4906HB,OOSTERHOUT NB,66,Breda,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
